Tokenizer,Vocabulary Size,average compression,average code compression,average english compression,average multilingual compression,ar Compression,arxiv_test Compression,arxiv_train Compression,arz Compression,b3g_test Compression,b3g_train Compression,bg Compression,c Compression,c# Compression,c++ Compression,c4_train Compression,ca Compression,ccnet_test Compression,ccnet_train Compression,cs Compression,da Compression,dart Compression,de Compression,deduped_code_test Compression,deduped_code_train Compression,elixir Compression,en Compression,es Compression,fa Compression,fi Compression,fr Compression,go Compression,haskell Compression,hr Compression,hu Compression,id Compression,it Compression,ja Compression,java Compression,javascript Compression,ko Compression,kotlin Compression,lua Compression,markdown Compression,math_train Compression,mmlu Compression,nb Compression,nl Compression,perl Compression,php Compression,pl Compression,pt Compression,python Compression,ro Compression,ru Compression,ruby Compression,rust Compression,scala Compression,shell Compression,sl Compression,sr Compression,stack_exchange_test Compression,stack_exchange_train Compression,sv Compression,swift Compression,typescript Compression,uk Compression,vi Compression,wikipedia_test Compression,wikipedia_train Compression,zh Compression,average code renyi,average english renyi,average multilingual renyi,average renyi,cp,mp,msl,mt,nc,nrn,rsc,sp,u64,vs,ar Token Count,arxiv_test Token Count,arxiv_train Token Count,arz Token Count,b3g_test Token Count,b3g_train Token Count,bg Token Count,c Token Count,c# Token Count,c++ Token Count,c4_train Token Count,ca Token Count,ccnet_test Token Count,ccnet_train Token Count,cs Token Count,da Token Count,dart Token Count,de Token Count,deduped_code_test Token Count,deduped_code_train Token Count,elixir Token Count,en Token Count,es Token Count,fa Token Count,fi Token Count,fr Token Count,go Token Count,haskell Token Count,hr Token Count,hu Token Count,id Token Count,it Token Count,ja Token Count,java Token Count,javascript Token Count,ko Token Count,kotlin Token Count,lua Token Count,markdown Token Count,math_train Token Count,mmlu Token Count,nb Token Count,nl Token Count,perl Token Count,php Token Count,pl Token Count,pt Token Count,python Token Count,ro Token Count,ru Token Count,ruby Token Count,rust Token Count,scala Token Count,shell Token Count,sl Token Count,sr Token Count,stack_exchange_test Token Count,stack_exchange_train Token Count,sv Token Count,swift Token Count,typescript Token Count,uk Token Count,vi Token Count,wikipedia_test Token Count,wikipedia_train Token Count,zh Token Count,average c/e compression
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_68000,68000.0,0.8681343469,0.7613076731,0.9090674915,0.9340278763,0.8213959923,0.8381148266,0.8391332449,0.8089453312,0.9609392915,0.9239681685,1.144436184,0.7171725235,0.7334846769,0.7289713083,0.8947866968,0.9458546494,0.8879186556,0.8919146477,1.016890325,0.9558437797,0.7499434259,0.9027124167,0.7487317112,0.7399128486,0.7893405283,0.8844795631,0.8967294424,0.8020712861,0.9206886222,0.9729885165,0.7184892556,0.8351033254,0.9746701223,0.9501278691,0.807273614,1.014898149,0.8234710829,0.7276488886,0.7494589046,0.6577478825,0.7460163194,0.7714914334,0.7697660486,0.8882153702,0.9029324556,0.944054357,1.012253325,0.7893326099,0.7440410638,0.936263936,0.8754589119,0.7464503055,0.9698891724,1.109855283,0.7891862554,0.751535631,0.771443762,0.7818624118,0.9844039363,1.147595345,0.8132966195,0.8122473987,0.9724602558,0.7765076423,0.7608018295,1.138922214,0.8409403025,0.9857787296,0.9740095675,0.7379661083,0.4839214955,0.4654774859,0.5296380951,0.5071022634,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,68000.0,868025.0,3885792.0,2947187.0,1694264.0,7178475.0,6311366.0,628062.0,1482458.0,756698.0,1894880.0,539381.0,299887.0,1159406.0,1074156.0,1221449.0,415793.0,841753.0,446561.0,1514095.0,1134939.0,793408.0,741124.0,439158.0,551343.0,700749.0,468637.0,1250925.0,1179687.0,461441.0,148981.0,231740.0,1011550.0,1498971.0,857118.0,820312.0,479833.0,581842.0,1657878.0,997021.0,4292299.0,63645.0,411822.0,571169.0,1524532.0,854645.0,236989.0,247522.0,1183909.0,286256.0,465056.0,564164.0,1795481.0,905415.0,505890.0,670826.0,477239.0,829382.0,837847.0,335456.0,787701.0,589187.0,471827.0,192889.0,852463.0,961439.0,714501.0,0.7982476277
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_66000,66000.0,0.8704794601,0.7627735243,0.911268322,0.9373965339,0.8283776572,0.83930736,0.8404367088,0.8157419914,0.9637003701,0.9261910681,1.147171262,0.7184588747,0.7350045752,0.7301712056,0.8967143549,0.9488478303,0.8901158485,0.8943093481,1.023175078,0.9581656134,0.7517047955,0.9041577722,0.7502439159,0.7413308195,0.7903224683,0.8866647333,0.8980750736,0.8068516247,0.9239167851,0.9750273541,0.7197856005,0.8364207319,0.9764972023,0.9524620379,0.8077334402,1.018777948,0.8273253757,0.7290657833,0.7507763542,0.6606100816,0.7476190232,0.7729112124,0.77212085,0.8902861419,0.9045923362,0.9465530561,1.0150712,0.7906766994,0.7452041652,0.9371488847,0.8824442762,0.7477648904,0.9717594522,1.11594324,0.7901794457,0.7530755524,0.7730600692,0.7841729621,0.9861971608,1.149396431,0.8146076891,0.8135270674,0.9770579436,0.7780218155,0.7624223783,1.140829159,0.8465076535,0.9898873793,0.9779362452,0.7426768973,0.4846951241,0.4664994236,0.5302064325,0.5078041732,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,66000.0,875403.0,3891321.0,2951765.0,1708499.0,7199101.0,6326550.0,629563.0,1485117.0,758266.0,1897999.0,540543.0,300836.0,1162275.0,1077040.0,1228998.0,416803.0,843730.0,447276.0,1517153.0,1137114.0,794395.0,742955.0,439817.0,554629.0,703206.0,469619.0,1253182.0,1181548.0,462306.0,149347.0,231872.0,1015417.0,1505987.0,858787.0,821754.0,481921.0,583092.0,1660929.0,1000071.0,4302306.0,63762.0,412912.0,572759.0,1527128.0,855981.0,237213.0,249497.0,1185994.0,286808.0,467607.0,564874.0,1799160.0,907312.0,507385.0,672048.0,477988.0,830719.0,839167.0,337042.0,789237.0,590442.0,472617.0,194166.0,856016.0,965315.0,719062.0,0.7998972237249999
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_64000,64000.0,0.8730025077,0.7642465129,0.9136897888,0.9410712215,0.8354473262,0.8413811905,0.841657603,0.8205514581,0.9663660037,0.9288702886,1.150110424,0.720719544,0.7363606579,0.7317065664,0.8989655012,0.9525916721,0.8923926887,0.8964889905,1.025837502,0.960326528,0.7529369524,0.9058800699,0.7515098558,0.7427051103,0.7912725724,0.8893368229,0.900419208,0.8203823398,0.9266325412,0.9787520736,0.7213622362,0.8379823647,0.9795198053,0.9525895881,0.8080922439,1.023106227,0.8305676842,0.7306108693,0.7521897347,0.6646621221,0.7492781422,0.7746018244,0.774471019,0.8923082845,0.9066636401,0.9492190992,1.02140876,0.7924758947,0.7462793376,0.9387647063,0.8838944025,0.7491217186,0.974259935,1.120408378,0.7911824281,0.7544338141,0.7746346268,0.7859163071,0.9879595688,1.152171404,0.8157648037,0.814745661,0.9801134058,0.7794521966,0.7634063291,1.148119003,0.8528466733,0.9947708095,0.9827230233,0.7464312753,0.4854492827,0.4675894297,0.5306487517,0.508441336,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,64000.0,882874.0,3900936.0,2956053.0,1718572.0,7219014.0,6344851.0,631176.0,1489790.0,759665.0,1901990.0,541900.0,302023.0,1165248.0,1079665.0,1232196.0,417743.0,845113.0,448128.0,1519713.0,1139222.0,795350.0,745194.0,440965.0,563930.0,705273.0,471413.0,1255927.0,1183754.0,463737.0,149367.0,231975.0,1019731.0,1511889.0,860607.0,823301.0,484877.0,584386.0,1664562.0,1003115.0,4312078.0,63908.0,414075.0,576335.0,1530603.0,857216.0,237622.0,249907.0,1188146.0,287546.0,469478.0,565591.0,1802405.0,909160.0,508513.0,673249.0,479142.0,831899.0,840424.0,338096.0,790688.0,591204.0,475637.0,195620.0,860239.0,970040.0,722697.0,0.8016073318750001
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_62000,62000.0,0.8762351367,0.7658342767,0.9161718551,0.9466992782,0.8608928355,0.8425601357,0.8430148796,0.825894249,0.9689641698,0.9315363334,1.15773803,0.7221515108,0.7378359673,0.7331861449,0.901362632,0.9549414295,0.8948954515,0.8988604414,1.028305115,0.9631701996,0.7541209991,0.9076266253,0.7527303009,0.7444881679,0.792911129,0.8921354161,0.9051217704,0.8268065563,0.9284496146,0.981424155,0.7229779288,0.8392049123,0.9814355991,0.9590946486,0.8194764252,1.026181372,0.8400907978,0.7323461196,0.7534194761,0.6686223199,0.7510000872,0.7761467822,0.7774210833,0.8944587251,0.908692383,0.9514243731,1.025740135,0.7945748696,0.7477793555,0.9448684824,0.8884959007,0.7507193963,0.9875958434,1.124548952,0.7925071482,0.7554810779,0.775917789,0.7883396803,0.9920332113,1.156973501,0.8170189983,0.8159283851,0.9829050662,0.7817116269,0.7646859815,1.158921007,0.8531431337,1.001041906,0.989197584,0.7523577184,0.4862471001,0.4686801361,0.5306966445,0.5088987456,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,62000.0,909764.0,3906402.0,2960820.0,1729762.0,7238423.0,6363062.0,635362.0,1492750.0,761187.0,1905836.0,543345.0,302768.0,1168516.0,1082521.0,1235160.0,418980.0,846442.0,448992.0,1522181.0,1141957.0,796997.0,747539.0,443268.0,568346.0,706656.0,472700.0,1258740.0,1185481.0,464644.0,150387.0,235243.0,1022796.0,1529224.0,862651.0,824647.0,487766.0,585729.0,1667882.0,1006936.0,4322470.0,64051.0,415037.0,578779.0,1534657.0,858939.0,239167.0,251208.0,1190680.0,291482.0,471213.0,566538.0,1804907.0,910666.0,510081.0,676025.0,481139.0,833178.0,841644.0,339059.0,792980.0,592195.0,480112.0,195688.0,865662.0,976431.0,728435.0,0.8034186713
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_60000,60000.0,0.8795379377,0.7674549629,0.9188833904,0.9522754599,0.867789335,0.8443650045,0.8443479548,0.8635926759,0.9719572347,0.9344890244,1.163497912,0.7238451986,0.7393442337,0.7346572598,0.9040268479,0.9565468343,0.8977527978,0.9015083956,1.031655207,0.9649219197,0.7558217854,0.9119849279,0.7539665703,0.7461590918,0.7945417265,0.8949889071,0.9129791131,0.8308129631,0.9307541314,0.9862285034,0.7244902355,0.840767253,0.9832690159,0.9656060867,0.8264121366,1.030644095,0.8456942451,0.7338886587,0.7547835207,0.6718066535,0.7528502485,0.7778611269,0.7804097509,0.8969423267,0.910834622,0.9535379516,1.028217738,0.7959060152,0.749034739,0.9462986228,0.893857831,0.752244567,0.9889748359,1.136178357,0.7938220762,0.7569975593,0.7776440085,0.7903272172,0.995064964,1.160426586,0.818484023,0.8172051454,0.9854329248,0.7835925139,0.7661838593,1.165238067,0.8611780811,1.006693179,0.9952142349,0.7573866224,0.4870980068,0.4698685885,0.531022516,0.5095226973,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,60000.0,917052.0,3914770.0,2965502.0,1808718.0,7260782.0,6383231.0,638523.0,1496251.0,762743.0,1909660.0,544951.0,303277.0,1172247.0,1085710.0,1239184.0,419742.0,848351.0,451148.0,1524681.0,1144520.0,798636.0,749930.0,447116.0,571100.0,708410.0,475014.0,1261373.0,1187688.0,465512.0,151408.0,237234.0,1027244.0,1539424.0,864468.0,826140.0,490089.0,587172.0,1671566.0,1010807.0,4334472.0,64202.0,415959.0,580177.0,1537228.0,860381.0,239529.0,252724.0,1193099.0,291889.0,476086.0,567478.0,1808530.0,912692.0,511367.0,678091.0,482575.0,834672.0,842961.0,339931.0,794888.0,593355.0,482729.0,197531.0,870549.0,982370.0,733304.0,0.805312069775
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_58432,58432.0,0.8817637611,0.7686710107,0.9213439549,0.9552763176,0.867832864,0.8456246166,0.8453086117,0.863628963,0.975284558,0.9369663628,1.167326292,0.72508027,0.7403911024,0.7359383301,0.9061668469,0.9580702341,0.9000932026,0.9038956229,1.033555036,0.9702920223,0.7570236506,0.9134686914,0.7549788277,0.7474981778,0.795426169,0.8971346941,0.9141082998,0.8315432522,0.9338522219,0.9874410097,0.7257883035,0.8416832788,0.9862388131,0.9697642234,0.827338756,1.035538241,0.8507367984,0.7350160621,0.755766583,0.675603728,0.7542862711,0.7789802906,0.7829174214,0.8987349814,0.9128633649,0.9576550741,1.033314725,0.7969886389,0.7499357944,0.9472625848,0.8955130971,0.7535862632,0.9903334994,1.138142445,0.7949453605,0.7578367934,0.7791955612,0.791846462,0.9965573612,1.17003078,0.8195067946,0.8184363418,0.9882622711,0.7848592539,0.7674557642,1.172332388,0.8648271593,1.010388998,0.9988927093,0.7624423804,0.4877856405,0.470939201,0.531236319,0.5100133298,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,58432.0,917098.0,3920610.0,2968876.0,1808794.0,7285638.0,6400153.0,640624.0,1498804.0,763823.0,1912990.0,546241.0,303760.0,1175303.0,1088585.0,1241466.0,422078.0,849700.0,451882.0,1526728.0,1146574.0,799525.0,751728.0,447669.0,571602.0,710768.0,475598.0,1263633.0,1188982.0,466918.0,152060.0,237500.0,1032122.0,1548603.0,865796.0,827216.0,492859.0,588292.0,1673971.0,1014055.0,4343135.0,64345.0,417755.0,583053.0,1539319.0,861416.0,239773.0,253192.0,1195227.0,292290.0,476909.0,568281.0,1810535.0,914513.0,512350.0,679108.0,486569.0,835715.0,844231.0,340907.0,796173.0,594340.0,485668.0,198368.0,873745.0,986001.0,738199.0,0.8068392467500001
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_58000,58000.0,0.8824972239,0.7690563324,0.9224356656,0.9559996737,0.8678385417,0.845883441,0.8456314881,0.8636346925,0.9760155893,0.9375665926,1.168266533,0.7254479371,0.7407313347,0.7362160877,0.9066164126,0.960290676,0.9006737088,0.9045457791,1.033856411,0.9705035161,0.7573506221,0.9139882108,0.7554021263,0.7478815189,0.7957465182,0.8976788981,0.9146371594,0.8315941687,0.9347574739,0.9886265252,0.7260519377,0.8420471406,0.9884608804,0.9697769785,0.8274885479,1.036148253,0.8512982418,0.7354133699,0.7561603561,0.6776091865,0.7547068206,0.7792306482,0.7836338986,0.899387439,0.9153744662,0.9578980668,1.033614235,0.7973091287,0.7502570402,0.9474917234,0.8957571428,0.7538649426,0.9912381456,1.138557696,0.7955007078,0.7581030044,0.7794801404,0.7925373088,0.997657949,1.170995046,0.8199078623,0.8187940674,0.9885550621,0.7853225751,0.7678741369,1.17323517,0.8668805832,1.0113939,0.999905784,0.7633337224,0.4879847607,0.4713025138,0.5314121981,0.5102141727,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,58000.0,917104.0,3921810.0,2970010.0,1808806.0,7291099.0,6404253.0,641140.0,1499564.0,764174.0,1913712.0,546512.0,304464.0,1176061.0,1089368.0,1241828.0,422170.0,850067.0,452139.0,1527584.0,1147162.0,799847.0,752184.0,447928.0,571637.0,711457.0,476169.0,1264092.0,1189496.0,467970.0,152062.0,237543.0,1032730.0,1549625.0,866264.0,827647.0,494322.0,588620.0,1674509.0,1014983.0,4346288.0,64522.0,417861.0,583222.0,1539938.0,861785.0,239831.0,253261.0,1195669.0,292557.0,477083.0,568678.0,1811171.0,914847.0,512797.0,679858.0,486970.0,836124.0,844600.0,341008.0,796643.0,594664.0,486042.0,198839.0,874614.0,987001.0,739062.0,0.8074011657000001
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_56000,56000.0,0.8855617881,0.7708664154,0.9255127879,0.9603061609,0.8726853955,0.8476438783,0.8475789965,0.8690705883,0.9795975219,0.9411558199,1.172432015,0.7269360216,0.7419546202,0.7381819343,0.9095659617,0.96491134,0.9037615728,0.9075972785,1.037950783,0.9734230496,0.7597953354,0.9170709619,0.7574281245,0.7495081108,0.7969045508,0.9008916115,0.9168322331,0.8346098845,0.9390682605,0.992670981,0.7276325939,0.8447215961,0.9924276508,0.9699236612,0.8284360685,1.041807924,0.8585008691,0.7372377599,0.7575426732,0.6838928649,0.7572685824,0.7811027462,0.7867661705,0.9022441396,0.9178004455,0.9600918788,1.038137013,0.7991088417,0.7514036006,0.9522167176,0.9019467061,0.7557015785,0.993748793,1.147287506,0.7970954078,0.7599170895,0.7809558621,0.7945526651,1.001540823,1.176544991,0.8213571974,0.820317067,0.9914568815,0.7869570146,0.7694055879,1.179441192,0.8722299486,1.016569896,1.004818183,0.768521684,0.4889193574,0.4726913479,0.5320502285,0.5110376337,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,56000.0,922226.0,3929972.0,2976850.0,1820191.0,7317857.0,6428770.0,643426.0,1502640.0,765436.0,1918822.0,548290.0,305929.0,1180093.0,1093043.0,1246746.0,423440.0,852811.0,453664.0,1531681.0,1149657.0,801011.0,754876.0,449003.0,573710.0,714738.0,478117.0,1266844.0,1193274.0,469848.0,152085.0,237815.0,1038371.0,1562736.0,868413.0,829160.0,498906.0,590618.0,1678532.0,1019040.0,4360093.0,64693.0,418818.0,585774.0,1543414.0,863102.0,241027.0,255011.0,1198582.0,293298.0,480741.0,569818.0,1815505.0,916579.0,514101.0,682504.0,489278.0,837602.0,846171.0,342009.0,798301.0,595850.0,488613.0,200066.0,879090.0,991850.0,744085.0,0.8095280085250001
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_54000,54000.0,0.8887898381,0.7727204221,0.9286584068,0.9649906854,0.8757172814,0.8495898065,0.8495310605,0.8736580356,0.9831398307,0.9442443679,1.176641229,0.728724045,0.7437827631,0.7397726927,0.9123131233,0.9711910274,0.9070638718,0.9106014484,1.040877951,0.9752023559,0.7615682872,0.9183828999,0.7589858239,0.7516725537,0.7986704512,0.9040900037,0.9186924304,0.8452121694,0.9423516057,0.9965867118,0.7295917576,0.8466980598,0.995315071,0.9702361592,0.8330796161,1.046261617,0.8627715749,0.7390944098,0.7590346255,0.6958008743,0.7592944,0.7831181716,0.7902466442,0.9052214817,0.9203399208,0.9621389781,1.04321096,0.8015402147,0.7527686777,0.9556972527,0.903708079,0.7575905456,0.9971403692,1.151888675,0.7989391048,0.7610907616,0.7824954864,0.7968740341,1.007005609,1.197015823,0.8230193238,0.8218623639,0.9944282749,0.7889325375,0.7707368913,1.182975077,0.8778190982,1.022203823,1.01001627,0.7737230725,0.4898985206,0.4741134638,0.5324819301,0.511788628,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,54000.0,925430.0,3938994.0,2983706.0,1829799.0,7344319.0,6449867.0,645736.0,1506336.0,767322.0,1922957.0,549946.0,307920.0,1184405.0,1096661.0,1250262.0,424214.0,854801.0,454313.0,1534831.0,1152977.0,802786.0,757556.0,449914.0,580998.0,717237.0,480003.0,1270255.0,1196066.0,471215.0,152134.0,239148.0,1042810.0,1570510.0,870600.0,830793.0,507593.0,592198.0,1682863.0,1023548.0,4374481.0,64872.0,419711.0,588637.0,1548110.0,864670.0,241908.0,255509.0,1201578.0,294299.0,482669.0,571136.0,1818309.0,918386.0,515603.0,686228.0,497791.0,839297.0,847765.0,343034.0,800305.0,596881.0,490077.0,201348.0,883962.0,996981.0,749121.0,0.811704918275
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_52000,52000.0,0.8924552012,0.7746605001,0.9318466493,0.9708584542,0.8840313106,0.8517171274,0.8514224783,0.8864931477,0.9869123856,0.9478902511,1.186480951,0.7308178127,0.7455886116,0.7419335852,0.9154484708,0.976205946,0.910121868,0.9138264888,1.045819003,0.9782299351,0.763416077,0.9222924348,0.7608644589,0.7535240651,0.7998911608,0.9071750201,0.9254267121,0.8558028161,0.947174799,1.002053371,0.7317439084,0.8489746741,0.9967957451,0.9780677419,0.8346785571,1.050065165,0.8666203741,0.7410393505,0.7604790693,0.7016541263,0.7617061487,0.7849102296,0.7940313119,0.9082048249,0.9231773235,0.9649265176,1.047517523,0.8032332705,0.7543653305,0.9691453133,0.9051935742,0.759422768,0.9998983544,1.164921341,0.8004302892,0.7625846402,0.784606825,0.798986758,1.009589789,1.203789737,0.8247961811,0.8234890942,0.9998782453,0.7908114529,0.7725575876,1.195642991,0.8784076591,1.028060932,1.016555667,0.778091991,0.4909302993,0.4755555516,0.532888553,0.5125524951,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,52000.0,934216.0,3948857.0,2990349.0,1856681.0,7372501.0,6474771.0,651136.0,1510664.0,769185.0,1928574.0,551836.0,309510.0,1188398.0,1100545.0,1256197.0,425531.0,856875.0,456247.0,1538630.0,1155817.0,804013.0,760141.0,453212.0,588278.0,720908.0,482636.0,1274002.0,1199282.0,471916.0,153362.0,239607.0,1046601.0,1577516.0,872891.0,832374.0,511863.0,594079.0,1686714.0,1028450.0,4388898.0,65072.0,420927.0,591067.0,1551380.0,866504.0,245312.0,255929.0,1204484.0,295113.0,488130.0,572202.0,1821878.0,920864.0,516970.0,687989.0,500608.0,841109.0,849443.0,344914.0,802211.0,598291.0,495325.0,201483.0,889027.0,1003436.0,753351.0,0.8139570374
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_50000,50000.0,0.8961067767,0.7767573658,0.9353270565,0.9762359077,0.8844817406,0.8545849017,0.8539234891,0.8866965462,0.9901081206,0.9515273504,1.189955831,0.7325148869,0.7481825196,0.7436001306,0.9188625158,0.9790855816,0.9136363045,0.9172815334,1.051993863,0.9836827961,0.7654616535,0.9248496022,0.762655566,0.755765437,0.8015456353,0.9115632619,0.9356588182,0.8561694154,0.9519795983,1.007011359,0.7338213916,0.8512116458,1.001149054,0.9863266178,0.8505460436,1.05329783,0.870906462,0.7431294612,0.7621747603,0.7130398665,0.7644063841,0.7867930306,0.7976939932,0.9115925139,0.9260005391,0.970354884,1.051008852,0.8050397143,0.7559445716,0.9764224366,0.9077436743,0.761405679,1.006356241,1.172706098,0.8026628692,0.7646527977,0.7867692856,0.8017068708,1.013863005,1.207632376,0.8267024784,0.825214708,1.004386067,0.7930432811,0.7743008074,1.200412769,0.8857363334,1.032785937,1.021446792,0.7873875623,0.4920479171,0.4771174938,0.5339044757,0.5136660403,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,50000.0,934692.0,3962153.0,2999133.0,1857107.0,7396374.0,6499615.0,653043.0,1514172.0,771861.0,1932906.0,553894.0,310423.0,1192987.0,1104706.0,1263614.0,427903.0,859171.0,457512.0,1542252.0,1159255.0,805676.0,763818.0,458223.0,588530.0,724565.0,485024.0,1277619.0,1202442.0,473977.0,154657.0,244162.0,1049823.0,1585318.0,875353.0,834230.0,520169.0,596185.0,1690760.0,1033194.0,4405269.0,65271.0,423295.0,593037.0,1554869.0,868318.0,247154.0,256650.0,1207629.0,297019.0,491392.0,573798.0,1826819.0,923402.0,518730.0,690901.0,502206.0,843053.0,851223.0,346469.0,804475.0,599641.0,497301.0,203164.0,893113.0,1008264.0,762351.0,0.816399788475
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_48000,48000.0,0.900236236,0.7788863474,0.939180037,0.9826423235,0.9060304627,0.8567745562,0.8561878947,0.9114906291,0.9937520322,0.9555127294,1.201586746,0.7345186729,0.7503286005,0.7454174808,0.922274902,0.9825014035,0.9185729045,0.9212206662,1.054602172,0.9888735888,0.7677647088,0.9283245197,0.7643591452,0.7581671863,0.8033592896,0.9155147084,0.9398590661,0.858956734,0.9550067401,1.009500734,0.7359350598,0.8533268584,1.003330989,0.9879082404,0.8591155313,1.058748812,0.8801307251,0.7450209181,0.7641838253,0.7231219903,0.7669117308,0.7886739702,0.8018284068,0.9149086042,0.9288805028,0.9743963579,1.055225031,0.8068777412,0.7577022826,0.9779552943,0.9109763948,0.7636325921,1.008816065,1.182049238,0.8044212358,0.766248389,0.7888277981,0.8043017965,1.016620344,1.220518925,0.8286460386,0.8273542753,1.01090284,0.7954988836,0.7766005664,1.207391226,0.8871881172,1.040341782,1.029014461,0.7954984647,0.4932337723,0.4788369028,0.5343621699,0.5145105335,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,48000.0,957464.0,3972305.0,3007086.0,1909036.0,7423595.0,6526838.0,659426.0,1518314.0,774075.0,1937630.0,555951.0,311506.0,1199433.0,1109450.0,1266747.0,430161.0,861756.0,459231.0,1545697.0,1162939.0,807499.0,767129.0,460280.0,590446.0,726869.0,486223.0,1281299.0,1205430.0,475010.0,154905.0,246622.0,1055256.0,1602109.0,877581.0,836429.0,527524.0,598139.0,1694802.0,1038549.0,4421294.0,65474.0,425058.0,595416.0,1558419.0,870337.0,247542.0,257564.0,1211161.0,297745.0,495307.0,575055.0,1830631.0,925818.0,520409.0,692780.0,507565.0,845035.0,853430.0,348717.0,806966.0,601422.0,500192.0,203497.0,899647.0,1015734.0,770204.0,0.8189597698
u64_h2_cp_0.7_msl_128_mt_BPE_mp_0.0_nrn_gpt_nc_10000000000_vs_46000,46000.0,0.9049188966,0.7813968354,0.9435326675,0.9898271868,0.9086762657,0.8594154278,0.8586350927,0.9165760684,0.9982593666,0.9597124343,1.205743118,0.7369515652,0.7525764602,0.7480523308,0.9262762025,0.9903928037,0.9229381883,0.9251872001,1.060483982,0.9933655325,0.7699296699,0.9396811728,0.7658594817,0.7608127613,0.807270137,0.9201511837,0.946042027,0.8625543534,0.9629306517,1.012243406,0.7379516602,0.8559906953,1.008776321,0.9945982487,0.873568704,1.064501791,0.8889819745,0.7475864399,0.7663116618,0.7312671948,0.7695940159,0.790812713,0.8069340795,0.9184746688,0.9327819314,0.9817938825,1.058620659,0.8088892156,0.7595235463,0.9832017762,0.9134168512,0.7657422329,1.023984984,1.187719558,0.8071979722,0.7689490068,0.791049049,0.8069276326,1.025071391,1.22637907,0.8305876377,0.8294822092,1.020257656,0.7984828694,0.7789571413,1.224017863,0.8970977404,1.046366568,1.035997585,0.80304337,0.4945431068,0.4807208425,0.5345054173,0.5152947746,70,0,128.0,BPE,10.0,gpt,0.0,False,1.0,46000.0,960260.0,3984549.0,3015681.0,1919687.0,7457266.0,6555525.0,661707.0,1523343.0,776394.0,1944479.0,558363.0,314008.0,1205133.0,1114227.0,1273812.0,432115.0,864186.0,464849.0,1548731.0,1166997.0,811430.0,771014.0,463308.0,592919.0,732900.0,487544.0,1284810.0,1209193.0,477588.0,155954.0,250771.0,1060990.0,1618221.0,880603.0,838758.0,533466.0,600231.0,1699398.0,1045162.0,4438527.0,65749.0,428285.0,597332.0,1562304.0,872429.0,248870.0,258254.0,1214507.0,302222.0,497683.0,577040.0,1837083.0,928425.0,522108.0,698539.0,510002.0,847015.0,855625.0,351944.0,809993.0,603247.0,507080.0,205770.0,904857.0,1022627.0,777509.0,0.8219307934250001
